open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,open_time_utc,close_time_utc,open_time_min,close_time_min
1652401680000,8e-05,9e-05,7e-05,8e-05,498650347.86,1652401739999,40854.6034584,809,161484855.26,14011.2871591,0,2022-05-13 00:28:00,2022-05-13 00:28:59,28,29
1652401740000,7e-05,9e-05,7e-05,8e-05,420140243.02,1652401799999,34038.1857903,647,160546974.03,13853.1475471,0,2022-05-13 00:29:00,2022-05-13 00:29:59,29,30
1652401800000,8e-05,0.0001,8e-05,9e-05,529479278.6,1652401859999,47459.9055632,826,275064655.23,25483.6313294,0,2022-05-13 00:30:00,2022-05-13 00:30:59,30,31
1652401860000,8e-05,0.0001,8e-05,8e-05,517705371.4,1652401919999,45422.3515099,724,229403826.45,21133.8949884,0,2022-05-13 00:31:00,2022-05-13 00:31:59,31,32
1652401920000,8e-05,9e-05,6e-05,7e-05,1253096883.91,1652401979999,92804.5606322,1715,244074342.16,19173.8602291,0,2022-05-13 00:32:00,2022-05-13 00:32:59,32,33
1652401980000,8e-05,8e-05,6e-05,6e-05,816430534.27,1652402039999,51845.0101305,940,224671093.61,15884.5291804,0,2022-05-13 00:33:00,2022-05-13 00:33:59,33,34
1652402040000,6e-05,7e-05,5e-05,6e-05,798393485.41,1652402099999,46506.3763188,941,251888777.86,15703.4238491,0,2022-05-13 00:34:00,2022-05-13 00:34:59,34,35
1652402100000,6e-05,6e-05,4e-05,4e-05,1036584038.26,1652402159999,53420.0991384,1258,269710549.03,15391.8949759,0,2022-05-13 00:35:00,2022-05-13 00:35:59,35,36
1652402160000,5e-05,6e-05,4e-05,5e-05,661031309.25,1652402219999,30893.0460591,633,372428886.49,18661.9465308,0,2022-05-13 00:36:00,2022-05-13 00:36:59,36,37
1652402220000,5e-05,6e-05,4e-05,4e-05,822092997.3,1652402279999,35943.2252995,1057,251754541.82,12679.1595898,0,2022-05-13 00:37:00,2022-05-13 00:37:59,37,38
1652402280000,4e-05,6e-05,4e-05,5e-05,936659419.86,1652402339999,43738.995469,990,273519231.79,14613.9440817,0,2022-05-13 00:38:00,2022-05-13 00:38:59,38,39
1652402340000,5e-05,6e-05,5e-05,5e-05,757213782.82,1652402399999,40610.98701395,897,280496127.01,16668.15542274,0,2022-05-13 00:39:00,2022-05-13 00:39:59,39,40
1652402400000,5.58e-05,6e-05,4e-05,5e-05,985622627.35,1652402459999,49907.86269837,1020,219098951.37,12414.82940318,0,2022-05-13 00:40:00,2022-05-13 00:40:59,40,41
1652402460000,4e-05,5e-05,3e-05,3e-05,1995465630.88,1652402519999,75862.57502052,1670,320786203.58,13355.969751,0,2022-05-13 00:41:00,2022-05-13 00:41:59,41,42
1652402520000,3e-05,4e-05,2e-05,2.1e-05,2232294120.78,1652402579999,64934.54417011,1798,455429618.11,13738.12249704,0,2022-05-13 00:42:00,2022-05-13 00:42:59,42,43
1652402580000,2.35e-05,2.6e-05,2e-05,2e-05,2194467088.41,1652402639999,45528.13723371,1772,574788263.0,12769.80262946,0,2022-05-13 00:43:00,2022-05-13 00:43:59,43,44
1652402640000,2.02e-05,2.2e-05,2e-05,2.01e-05,3690617377.72,1652402699999,74747.03967284,3351,963406036.14,19910.34152627,0,2022-05-13 00:44:00,2022-05-13 00:44:59,44,45
1652402700000,2.05e-05,2.05e-05,2e-05,2e-05,5420242414.31,1652402759999,109011.62111104,4251,1455630639.46,29505.31217604,0,2022-05-13 00:45:00,2022-05-13 00:45:59,45,46
1652402760000,2.01e-05,2.03e-05,1.09e-05,1.14e-05,5723080929.26,1652402819999,94837.73140413,3619,1479872952.35,23662.47865151,0,2022-05-13 00:46:00,2022-05-13 00:46:59,46,47
1652402820000,1.14e-05,1.2e-05,1e-05,1.01e-05,6596059731.65,1652402879999,68994.86395455,3174,1837610466.59,19825.28135283,0,2022-05-13 00:47:00,2022-05-13 00:47:59,47,48
1652402880000,1.04e-05,1.05e-05,1e-05,1.02e-05,8013341081.04,1652402939999,81469.91377022,4412,2568639981.39,26431.88842515,0,2022-05-13 00:48:00,2022-05-13 00:48:59,48,49
1652402940000,1.02e-05,1.41e-05,1.01e-05,1.41e-05,4443556318.6,1652402999999,48373.16236978,2537,1549772619.66,17570.79600989,0,2022-05-13 00:49:00,2022-05-13 00:49:59,49,50
1652403000000,1.3e-05,2e-05,1.25e-05,1.6e-05,3845150738.19,1652403059999,64392.30658863,2725,1822782203.44,31593.17926867,0,2022-05-13 00:50:00,2022-05-13 00:50:59,50,51
1652403060000,1.57e-05,1.85e-05,1.55e-05,1.81e-05,3944547022.79,1652403119999,68390.17209371,2904,1774841745.21,31258.03540633,0,2022-05-13 00:51:00,2022-05-13 00:51:59,51,52
1652403120000,1.85e-05,1.9e-05,1.55e-05,1.6e-05,6031917625.58,1652403179999,106832.11915933,3665,2274551125.09,40989.72821896,0,2022-05-13 00:52:00,2022-05-13 00:52:59,52,53
1652403180000,1.6e-05,1.68e-05,1.1e-05,1.3e-05,7094200108.79,1652403239999,88170.16829996,3418,2201930409.24,28201.99475221,0,2022-05-13 00:53:00,2022-05-13 00:53:59,53,54
1652403240000,1.2e-05,1.3e-05,1.1e-05,1.16e-05,6907867406.61,1652403299999,79421.33451425,3285,2578787758.88,30135.46998462,0,2022-05-13 00:54:00,2022-05-13 00:54:59,54,55
1652403300000,1.15e-05,1.22e-05,1.12e-05,1.13e-05,7634155967.07,1652403359999,88946.12547404,3487,2752334163.18,32465.55819418,0,2022-05-13 00:55:00,2022-05-13 00:55:59,55,56
1652403360000,1.14e-05,1.2e-05,1.04e-05,1.09e-05,8366107612.36,1652403419999,92819.59227078,4038,2651102673.42,29789.74752713,0,2022-05-13 00:56:00,2022-05-13 00:56:59,56,57
1652403420000,1.07e-05,1.09e-05,1e-05,1.01e-05,8686424650.46,1652403479999,88533.89578182,3878,2501014353.1,25794.53049248,0,2022-05-13 00:57:00,2022-05-13 00:57:59,57,58
1652403480000,1.01e-05,1.04e-05,1e-05,1.02e-05,8225483444.17,1652403539999,83296.47265865,3399,2820156539.79,28774.81350635,0,2022-05-13 00:58:00,2022-05-13 00:58:59,58,59
1652403540000,1.01e-05,1.05e-05,1.01e-05,1.02e-05,8870939836.39,1652403599999,90432.68393787,3626,2603513449.27,26799.4154498,0,2022-05-13 00:59:00,2022-05-13 00:59:59,59,60
1652403600000,1.02e-05,1.03e-05,1e-05,1.02e-05,13647363172.89,1652403659999,137891.60051089,5682,3857203312.12,39355.26967538,0,2022-05-13 01:00:00,2022-05-13 01:00:59,60,61
1652403660000,1.01e-05,1.02e-05,1e-05,1e-05,12882416146.15,1652403719999,130067.37016452,4855,3717302278.33,37888.27946986,0,2022-05-13 01:01:00,2022-05-13 01:01:59,61,62
1652403720000,1.02e-05,1.06e-05,1e-05,1.03e-05,9086555424.75,1652403779999,92179.33332017,3671,3586332996.72,36649.50120601,0,2022-05-13 01:02:00,2022-05-13 01:02:59,62,63
1652403780000,1.05e-05,1.2e-05,1.03e-05,1.18e-05,7587692964.7,1652403839999,81766.16647281,3327,3766851599.48,41022.84006838,0,2022-05-13 01:03:00,2022-05-13 01:03:59,63,64
1652403840000,1.15e-05,1.76e-05,1.13e-05,1.72e-05,7960222620.52,1652403899999,113110.55767006,3833,3591777932.17,52035.01209165,0,2022-05-13 01:04:00,2022-05-13 01:04:59,64,65
1652403900000,1.72e-05,2e-05,1.7e-05,1.83e-05,7787550529.33,1652403959999,151439.34835121,4058,5506407209.79,108076.783178,0,2022-05-13 01:05:00,2022-05-13 01:05:59,65,66
1652403960000,1.83e-05,1.9e-05,1.65e-05,1.85e-05,6042748026.51,1652404019999,106474.05060263,3330,2863162498.58,51046.53527355,0,2022-05-13 01:06:00,2022-05-13 01:06:59,66,67
1652404020000,1.84e-05,2e-05,1.82e-05,1.97e-05,7015476929.81,1652404079999,136803.72227131,3834,3650627188.13,71813.389452,0,2022-05-13 01:07:00,2022-05-13 01:07:59,67,68
1652404080000,1.95e-05,2e-05,1.93e-05,1.99e-05,7186946018.83,1652404139999,141300.29021795,3827,3168623291.98,62656.90332322,0,2022-05-13 01:08:00,2022-05-13 01:08:59,68,69
1652404140000,1.99e-05,2e-05,1.94e-05,1.97e-05,6816702447.78,1652404199999,134404.92112473,3568,2991123025.06,59260.39724495,0,2022-05-13 01:09:00,2022-05-13 01:09:59,69,70
1652404200000,1.97e-05,1.99e-05,1.5e-05,1.51e-05,7024951578.71,1652404259999,133313.75432063,3747,2567184491.09,49384.29887335,0,2022-05-13 01:10:00,2022-05-13 01:10:59,70,71
1652404260000,1.53e-05,1.59e-05,1.01e-05,1.03e-05,14458271256.31,1652404319999,164427.50347244,5559,3830380139.14,44436.18381496,0,2022-05-13 01:11:00,2022-05-13 01:11:59,71,72
1652404320000,1.03e-05,1.04e-05,1e-05,1.02e-05,16754458719.27,1652404379999,170276.47101052,6291,5421448793.18,55594.55960718,0,2022-05-13 01:12:00,2022-05-13 01:12:59,72,73
1652404380000,1.01e-05,1.02e-05,1e-05,1.02e-05,18609488145.49,1652404439999,187581.74295263,7431,4760558851.98,48485.13828765,0,2022-05-13 01:13:00,2022-05-13 01:13:59,73,74
1652404440000,1.01e-05,1.02e-05,8e-06,8e-06,15089664001.89,1652404499999,146896.0052734,6329,3891732674.38,38302.96823483,0,2022-05-13 01:14:00,2022-05-13 01:14:59,74,75
1652404500000,8.1e-06,8.3e-06,5e-06,5.2e-06,16730064930.74,1652404559999,90921.23468081,5501,4238599698.88,24292.27311999,0,2022-05-13 01:15:00,2022-05-13 01:15:59,75,76
1652404560000,5.2e-06,5.4e-06,3e-06,3.2e-06,18258268361.27,1652404619999,76045.17159672,5383,5935879365.35,25479.23434027,0,2022-05-13 01:16:00,2022-05-13 01:16:59,76,77
1652404620000,3e-06,4.7e-06,3e-06,3.9e-06,18746219185.23,1652404679999,63767.07918823,5600,7218770605.41,25485.73099499,0,2022-05-13 01:17:00,2022-05-13 01:17:59,77,78
1652404680000,3.8e-06,4.7e-06,3.6e-06,4.6e-06,18059360482.16,1652404739999,75998.18558831,5965,7415642314.06,31891.10485396,0,2022-05-13 01:18:00,2022-05-13 01:18:59,78,79
1652404740000,4.5e-06,4.9e-06,4.2e-06,4.8e-06,17922997741.27,1652404799999,82512.0466114,5686,6986085956.47,32851.00136413,0,2022-05-13 01:19:00,2022-05-13 01:19:59,79,80
1652404800000,4.7e-06,8.9e-06,4.7e-06,8.7e-06,12436456677.56,1652404859999,76141.50449809,4540,5654422701.85,35573.75060221,0,2022-05-13 01:20:00,2022-05-13 01:20:59,80,81
1652404860000,8.7e-06,9e-06,5e-06,5.2e-06,12067166444.29,1652404919999,94706.36088358,4786,5000722955.54,40987.02137433,0,2022-05-13 01:21:00,2022-05-13 01:21:59,81,82
1652404920000,5.2e-06,5.4e-06,4e-06,4.1e-06,21191266358.43,1652404979999,95283.28751094,6665,7279170048.22,33550.08830936,0,2022-05-13 01:22:00,2022-05-13 01:22:59,82,83
1652404980000,4.2e-06,5e-06,4e-06,4.6e-06,18718578980.97,1652405039999,79669.53072386,5603,6898091563.52,30052.39511037,0,2022-05-13 01:23:00,2022-05-13 01:23:59,83,84
1652405040000,4.6e-06,6.7e-06,4.4e-06,6.4e-06,11617787153.96,1652405099999,59782.643858,3951,5286182817.89,27962.30213385,0,2022-05-13 01:24:00,2022-05-13 01:24:59,84,85
1652405100000,6.5e-06,7.5e-06,5.2e-06,6.1e-06,12144582946.54,1652405159999,80852.43749034,4493,5108797308.8,34539.00791615,0,2022-05-13 01:25:00,2022-05-13 01:25:59,85,86
1652405160000,5.3e-06,7e-06,5.2e-06,7e-06,10178800978.8,1652405219999,64740.94091981,3768,4680926634.16,30175.66461129,0,2022-05-13 01:26:00,2022-05-13 01:26:59,86,87
1652405220000,7e-06,7.2e-06,6.2e-06,6.2e-06,12317268110.68,1652405279999,82900.32926503,4505,5312721686.25,36304.84698759,0,2022-05-13 01:27:00,2022-05-13 01:27:59,87,88
1652405280000,6.3e-06,6.4e-06,6e-06,6.2e-06,13785621118.41,1652405339999,85482.17704285,4525,5760711442.38,36169.74205376,0,2022-05-13 01:28:00,2022-05-13 01:28:59,88,89
1652405340000,6.2e-06,6.4e-06,5.4e-06,5.5e-06,17411677553.64,1652405399999,106065.87681689,5377,6788830306.63,41935.25326757,0,2022-05-13 01:29:00,2022-05-13 01:29:59,89,90
1652405400000,5.4e-06,5.7e-06,4.8e-06,4.9e-06,16710098877.94,1652405459999,85535.72971302,5158,5902162444.45,30751.10219526,0,2022-05-13 01:30:00,2022-05-13 01:30:59,90,91
1652405460000,4.9e-06,5.1e-06,4.2e-06,4.3e-06,20179526094.54,1652405519999,94694.77680035,5957,7438052704.53,35728.20558855,0,2022-05-13 01:31:00,2022-05-13 01:31:59,91,92
1652405520000,4.3e-06,4.4e-06,3.4e-06,3.5e-06,26161270890.72,1652405579999,103463.12536325,7418,6692428756.44,27290.81263816,0,2022-05-13 01:32:00,2022-05-13 01:32:59,92,93
1652405580000,3.4e-06,3.6e-06,3e-06,3.1e-06,25627977937.65,1652405639999,80930.58681609,6927,7583710937.08,24603.297259,0,2022-05-13 01:33:00,2022-05-13 01:33:59,93,94
1652405640000,3.1e-06,3.2e-06,3e-06,3.1e-06,29063672403.86,1652405699999,89447.62450926,7741,8766681214.2,27679.313074,0,2022-05-13 01:34:00,2022-05-13 01:34:59,94,95
1652405700000,3.1e-06,3.2e-06,2.5e-06,2.5e-06,24691460576.75,1652405759999,71331.99654597,6585,10274200631.23,30332.85926355,0,2022-05-13 01:35:00,2022-05-13 01:35:59,95,96
1652405760000,2.5e-06,2.8e-06,2.2e-06,2.5e-06,27945553734.1,1652405819999,69028.2012242,7126,9911823161.62,25164.7354387,0,2022-05-13 01:36:00,2022-05-13 01:36:59,96,97
1652405820000,2.4e-06,2.5e-06,2e-06,2.2e-06,28798211338.65,1652405879999,62566.01725761,7441,10311929579.77,23208.85509508,0,2022-05-13 01:37:00,2022-05-13 01:37:59,97,98
1652405880000,2.2e-06,2.2e-06,2e-06,2.1e-06,28146775711.9,1652405939999,59715.06690529,7340,9477009527.2,20764.74518283,0,2022-05-13 01:38:00,2022-05-13 01:38:59,98,99
1652405940000,2.1e-06,2.2e-06,2e-06,2.1e-06,28387737178.45,1652405999999,59700.57350658,7365,8891508150.07,19420.42683492,0,2022-05-13 01:39:00,2022-05-13 01:39:59,99,100
1652406000000,2.1e-06,2.2e-06,2e-06,2.1e-06,27664830500.69,1652406059999,58773.3177728,7264,10074833699.49,22099.70400111,0,2022-05-13 01:40:00,2022-05-13 01:40:59,100,101
1652406060000,2.1e-06,2.4e-06,2.1e-06,2.4e-06,24216770615.34,1652406119999,54151.94377122,6411,7850699696.47,18181.83990773,0,2022-05-13 01:41:00,2022-05-13 01:41:59,101,102
1652406120000,2.3e-06,2.5e-06,2.2e-06,2.3e-06,24031299073.04,1652406179999,55830.37786699,6431,8199581480.92,19644.99181418,0,2022-05-13 01:42:00,2022-05-13 01:42:59,102,103
1652406180000,2.3e-06,2.7e-06,2.3e-06,2.5e-06,25595491585.6,1652406239999,62719.8141497,6812,8638051816.09,21897.39588001,0,2022-05-13 01:43:00,2022-05-13 01:43:59,103,104
1652406240000,2.4e-06,2.5e-06,2.2e-06,2.4e-06,28623081536.87,1652406299999,66916.02753611,7441,10102373079.97,24409.69703505,0,2022-05-13 01:44:00,2022-05-13 01:44:59,104,105
1652406300000,2.3e-06,2.4e-06,2.1e-06,2.24e-06,30838395564.39,1652406359999,69296.06151448,7928,10130830562.66,23575.7044183,0,2022-05-13 01:45:00,2022-05-13 01:45:59,105,106
1652406360000,2.2e-06,2.3e-06,2e-06,2.07e-06,32058971855.32,1652406419999,67725.67053419,8122,10178692198.32,22151.78790703,0,2022-05-13 01:46:00,2022-05-13 01:46:59,106,107
1652406420000,2e-06,2.1e-06,1.9e-06,1.97e-06,42862034860.51,1652406479999,86418.61475498,10837,10436188073.59,21553.06592547,0,2022-05-13 01:47:00,2022-05-13 01:47:59,107,108
1652406480000,1.91e-06,2e-06,1.6e-06,1.6e-06,29546636361.18,1652406539999,51953.29169155,7241,8397253220.75,15190.76490305,0,2022-05-13 01:48:00,2022-05-13 01:48:59,108,109
1652406540000,1.66e-06,1.7e-06,1.5e-06,1.51e-06,30530801010.89,1652406599999,46740.61570592,7434,8795549920.89,13830.02935753,0,2022-05-13 01:49:00,2022-05-13 01:49:59,109,110
1652406600000,1.51e-06,1.58e-06,1.3e-06,1.3e-06,40476951525.27,1652406659999,56548.52986127,9368,11215877408.89,16298.28986159,0,2022-05-13 01:50:00,2022-05-13 01:50:59,110,111
1652406660000,1.3e-06,1.4e-06,1.2e-06,1.3e-06,41018349332.66,1652406719999,52209.67737381,9189,11037505614.02,14748.76769938,0,2022-05-13 01:51:00,2022-05-13 01:51:59,111,112
1652406720000,1.21e-06,1.4e-06,1.2e-06,1.4e-06,42884296069.63,1652406779999,53052.54338465,9515,10977042340.88,14301.31160487,0,2022-05-13 01:52:00,2022-05-13 01:52:59,112,113
1652406780000,1.4e-06,1.9e-06,1.2e-06,1.2e-06,29519992729.8,1652406839999,37790.22111703,6738,8067680656.63,11505.60645509,0,2022-05-13 01:53:00,2022-05-13 01:53:59,113,114
1652406840000,1.3e-06,1.9e-06,1.2e-06,1.21e-06,30548506511.18,1652406899999,40045.31745064,7007,8102177356.42,11822.82254773,0,2022-05-13 01:54:00,2022-05-13 01:54:59,114,115
1652406900000,1.21e-06,1.41e-06,1.2e-06,1.3e-06,39730268299.41,1652406959999,49982.72518068,8834,11136567623.63,14879.05727154,0,2022-05-13 01:55:00,2022-05-13 01:55:59,115,116
1652406960000,1.3e-06,1.36e-06,1.2e-06,1.29e-06,41762218269.72,1652407019999,51603.35154428,9398,12784759388.5,16564.4531328,0,2022-05-13 01:56:00,2022-05-13 01:56:59,116,117
1652407020000,1.21e-06,1.34e-06,1.16e-06,1.16e-06,42924019591.26,1652407079999,52640.52539261,9573,13822943913.51,17555.83408797,0,2022-05-13 01:57:00,2022-05-13 01:57:59,117,118
1652407080000,1.16e-06,1.25e-06,1.12e-06,1.2e-06,28623789590.85,1652407139999,33323.39470398,6237,18270632266.64,21610.49808775,0,2022-05-13 01:58:00,2022-05-13 01:58:59,118,119
1652407140000,1.15e-06,1.2e-06,1.12e-06,1.19e-06,31306390992.31,1652407199999,36186.99966524,6672,18275950208.68,21508.9113474,0,2022-05-13 01:59:00,2022-05-13 01:59:59,119,120
1652407200000,1.19e-06,1.2e-06,1.12e-06,1.12e-06,38943775892.45,1652407259999,45031.50332237,8450,20147733869.83,23888.38938611,0,2022-05-13 02:00:00,2022-05-13 02:00:59,120,121
1652407260000,1.2e-06,1.2e-06,1.12e-06,1.19e-06,40831729240.53,1652407319999,46829.37251576,8763,18708711415.82,21978.27716913,0,2022-05-13 02:01:00,2022-05-13 02:01:59,121,122
1652407320000,1.12e-06,1.2e-06,1.12e-06,1.12e-06,37536931790.01,1652407379999,43229.40761242,8134,15485569918.4,18412.24512381,0,2022-05-13 02:02:00,2022-05-13 02:02:59,122,123
1652407380000,1.12e-06,1.2e-06,1.12e-06,1.12e-06,35881649856.55,1652407439999,41317.55907203,7776,13980397346.83,16604.06496982,0,2022-05-13 02:03:00,2022-05-13 02:03:59,123,124
1652407440000,1.12e-06,1.2e-06,1.12e-06,1.2e-06,29364989621.42,1652407499999,34197.57698603,6454,15238285825.98,18133.17039505,0,2022-05-13 02:04:00,2022-05-13 02:04:59,124,125
1652407500000,1.15e-06,1.2e-06,1.13e-06,1.18e-06,32228990268.89,1652407559999,37718.24498266,6966,16649891608.76,19836.11798662,0,2022-05-13 02:05:00,2022-05-13 02:05:59,125,126
1652407560000,1.19e-06,1.2e-06,1.14e-06,1.15e-06,34753311564.23,1652407619999,40709.52354523,7535,16551524095.17,19752.07805919,0,2022-05-13 02:06:00,2022-05-13 02:06:59,126,127
1652407620000,1.2e-06,1.2e-06,1.14e-06,1.15e-06,34107077207.89,1652407679999,40008.40980379,7334,16249672296.51,19392.57196957,0,2022-05-13 02:07:00,2022-05-13 02:07:59,127,128
1652407680000,1.17e-06,1.2e-06,1.15e-06,1.2e-06,33831703031.21,1652407739999,39925.24174004,7202,18379039345.38,21964.54004583,0,2022-05-13 02:08:00,2022-05-13 02:08:59,128,129
1652407740000,1.19e-06,1.2e-06,1.16e-06,1.2e-06,35254940063.62,1652407799999,41839.17006784,7613,21750939285.61,26039.25185805,0,2022-05-13 02:09:00,2022-05-13 02:09:59,129,130
1652407800000,1.2e-06,1.3e-06,1.17e-06,1.2e-06,31866577796.83,1652407859999,38487.28137951,6983,14252022574.95,17385.41548864,0,2022-05-13 02:10:00,2022-05-13 02:10:59,130,131
1652407860000,1.29e-06,1.3e-06,1.2e-06,1.28e-06,30987199782.01,1652407919999,38320.52238142,6686,9093469330.13,11663.23139466,0,2022-05-13 02:11:00,2022-05-13 02:11:59,131,132
1652407920000,1.25e-06,1.3e-06,1.21e-06,1.24e-06,33713636052.99,1652407979999,42177.2237293,7351,13027303235.51,16768.12851651,0,2022-05-13 02:12:00,2022-05-13 02:12:59,132,133
1652407980000,1.24e-06,1.4e-06,1.23e-06,1.35e-06,28256689401.74,1652408039999,36744.89843139,6261,10607974739.28,14134.5451113,0,2022-05-13 02:13:00,2022-05-13 02:13:59,133,134
1652408040000,1.35e-06,1.54e-06,1.3e-06,1.47e-06,29107077362.21,1652408099999,40114.99224451,6510,12829551859.37,18126.63827987,0,2022-05-13 02:14:00,2022-05-13 02:14:59,134,135
1652408100000,1.47e-06,1.9e-06,1.4e-06,1.8e-06,28294802830.45,1652408159999,46727.83240907,6571,13024384852.63,22192.17194101,0,2022-05-13 02:15:00,2022-05-13 02:15:59,135,136
1652408160000,1.8e-06,2.2e-06,1.76e-06,2.17e-06,31281335653.13,1652408219999,61611.78323457,7822,13392945152.18,26835.31311368,0,2022-05-13 02:16:00,2022-05-13 02:16:59,136,137
1652408220000,2.09e-06,2.2e-06,2.06e-06,2.19e-06,30547580410.61,1652408279999,65438.29024759,7781,13362693773.9,29016.51589077,0,2022-05-13 02:17:00,2022-05-13 02:17:59,137,138
1652408280000,2.17e-06,2.4e-06,2.13e-06,2.34e-06,29724346447.84,1652408339999,67258.34452814,7843,12837694099.51,29386.72610965,0,2022-05-13 02:18:00,2022-05-13 02:18:59,138,139
